#,Rule Type,Template Correct Phrase,Template Error Phrase,Correct Phrase Syntactic Tags,Error Phrase Syntactic Tags,Requisite Syntactic Tags,Inserted,Modified,Preserved,Substituted,Deleted,
token228,Token,"感じ,が,悪い","感じ,の,悪い","名詞,一般,*,*,感じ,助詞,格助詞,*,*,が,形容詞,自立,形容詞・アウオ段,基本形,悪い","名詞,一般,*,*,感じ,助詞,連体化,*,*,の,形容詞,自立,形容詞・アウオ段,基本形,悪い","1,0,0,0,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0 ,0], [2, 2]]",[],[1],
token229,Token,"新幹線,で,大阪","新幹線,を,大阪","名詞,一般,*,*,新幹線,助詞,格助詞,*,*,で,名詞,固有名詞,*,*,大阪","名詞,一般,*,*,新幹線,助詞,格助詞,*,*,を,名詞,固有名詞,*,*,大阪","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token230,Token,"日本語,が,上手","日本語,を,上手","名詞,一般,*,*,日本語,助詞,格助詞,*,*,が,名詞,形容動詞語幹,*,*,上手","名詞,一般,*,*,日本語,助詞,格助詞,*,*,を,名詞,形容動詞語幹,*,*,上手","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token231,Token,"本,が,ある","本,ある","名詞,一般,*,*,本,助詞,格助詞,*,*,が,動詞,自立,五段・ラ行,基本形,ある","名詞,一般,*,*,本,動詞,自立,五段・ラ行,基本形,ある","0,0,-1,-1,0,1,1,-1,-1,1,1,0,1,0,1",[],[],"[[0, 0], [1, 2]]",[],[1],
token232,Token,"本,が,あり,ます","本,です","名詞,一般,*,*,本,助詞,格助詞,*,*,が,動詞,自立,五段・ラ行,連用形,ある,助動詞,*,特殊・マス,基本形,ます","名詞,一般,*,*,本,助動詞,*,特殊・デス,基本形,です","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,1,0,1,-1,1,0,1",[],[],"[[0, 0]]","[[1, 3]]","[1, 2]",
token233,Token,"机,と,本","机,に,本","名詞,一般,*,*,机,助詞,並立助詞,*,*,と,名詞,一般,*,*,本","名詞,一般,*,*,机,助詞,格助詞,*,*,に,名詞,一般,*,*,本","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token234,Token,"水,も","水,を,も","名詞,一般,*,*,水,助詞,係助詞,*,*,も","名詞,一般,*,*,水,助詞,格助詞,*,*,を,助詞,係助詞,*,*,も","1,0,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token235,Token,"水,で,も","水,を,も","名詞,一般,*,*,水,助詞,格助詞,*,*,で,助詞,係助詞,*,*,も","名詞,一般,*,*,水,助詞,格助詞,*,*,を,助詞,係助詞,*,*,も","1,0,-1,-1,0,1,1,-1,-1,1,1,1,-1,-1,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token236,Token,"窓,を,開く","窓,は,開く","名詞,一般,*,*,窓,助詞,格助詞,*,*,を,動詞,自立,五段・カ行イ音便,基本形,開く","名詞,一般,*,*,窓,助詞,係助詞,*,*,は,動詞,自立,五段・カ行イ音便,基本形,開く","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token237,Token,"銀行,は,どこ","銀行,が,どこ","名詞,一般,*,*,銀行,助詞,係助詞,*,*,は,名詞,代名詞,*,*,どこ","名詞,一般,*,*,銀行,助詞,格助詞,*,*,が,名詞,代名詞,*,*,どこ","1,0,-1,-1,0,1,1,-1,-1,0,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token238,Token,"雨,でしょ","雨,だ,でしょ","名詞,一般,*,*,雨,助動詞,*,特殊・デス,未然形,です","名詞,一般,*,*,雨,助動詞,*,特殊・ダ,基本形,だ,助動詞,*,特殊・デス,未然形,です","1,0,-1,-1,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token239,Token,"食べ物,は,ケーキ","食べ物,ケーキ","名詞,一般,*,*,食べ物,助詞,係助詞,*,*,は,名詞,一般,*,*,ケーキ","名詞,一般,*,*,食べ物,名詞,一般,*,*,ケーキ","1,0,0,0,0,1,1,-1,-1,1,1,0,0,0,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token240,Token,"あそこ,に",あそこ,"名詞,代名詞,*,*,あそこ,助詞,格助詞,*,*,に","名詞,代名詞,*,*,あそこ","1,1,-1,-1,1,1,1,-1,-1,1",[],[],"[[0, 0]]",[],[1],
token241,Token,"あそこ,の,会社","あそこ,会社","名詞,代名詞,*,*,あそこ,助詞,連体化,*,*,の,名詞,一般,*,*,会社","名詞,代名詞,*,*,あそこ,名詞,一般,*,*,会社","1,1,-1,-1,1,1,1,-1,-1,1,1,0,-1,-1,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token242,Token,"あれ,は","あの,は","名詞,代名詞,*,*,あれ,助詞,係助詞,*,*,は","連体詞,*,*,*,あの,助詞,係助詞,*,*,は","1,1,-1,-1,1,1,0,-1,-1,0",[0],[],"[[1, 1]]",[],[0],
token243,Token,"いつ,行く","いつ,に,行く","名詞,代名詞,*,*,いつ,動詞,自立,五段・カ行促音便,基本形,行く","名詞,代名詞,*,*,いつ,助詞,格助詞,*,*,に,動詞,自立,五段・カ行促音便,基本形,行く","1,1,-1,-1,0,1,0,0,0,0",[1],[],"[[0, 0], [2, 1]]",[],[],
token244,Token,"これ,も","この,も","名詞,代名詞,*,*,これ,助詞,係助詞,*,*,も","連体詞,*,*,*,この,助詞,係助詞,*,*,も","1,1,-1,-1,1,1,0,-1,-1,0",[0],[],"[[1, 1]]",[],[0],
token245,Token,"それ,は","その,は","名詞,代名詞,*,*,それ,助詞,係助詞,*,*,は","連体詞,*,*,*,その,助詞,係助詞,*,*,は","1,1,-1,-1,1,1,0,-1,-1,0",[0],[],"[[1, 1]]",[],[0],
token246,Token,"どこ,に,ある","どれ,に,ある","名詞,代名詞,*,*,どこ,助詞,格助詞,*,*,に,動詞,自立,五段・ラ行,基本形,ある","名詞,代名詞,*,*,どれ,助詞,格助詞,*,*,に,動詞,自立,五段・ラ行,基本形,ある","1,1,-1,-1,1,1,1,-1,-1,1,1,0,0,0,0",[0],[],"[[1, 1], [2, 2]]",[],[0],
token247,Token,"なん,で","なに,で","名詞,代名詞,*,*,なん,助詞,格助詞,*,*,で","名詞,代名詞,*,*,なに,助詞,格助詞,*,*,で","0,0,-1,-1,1,1,0,-1,-1,0",[0],[],"[[1, 1]]",[],[0],
token248,Token,"彼,は,うるさい","彼,に,うるさい","名詞,代名詞,*,*,彼,助詞,係助詞,*,*,は,形容詞,自立,形容詞・アウオ段,基本形,うるさい","名詞,代名詞,*,*,彼,助詞,格助詞,*,*,に,形容詞,自立,形容詞・アウオ段,基本形,うるさい","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token249,Token,"彼,が,うるさい","彼,に,うるさい","名詞,代名詞,*,*,彼,助詞,格助詞,*,*,が,形容詞,自立,形容詞・アウオ段,基本形,うるさい","名詞,代名詞,*,*,彼,助詞,格助詞,*,*,に,形容詞,自立,形容詞・アウオ段,基本形,うるさい","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token250,Token,"彼,の,もの","彼,が,もの","名詞,代名詞,*,*,彼,助詞,連体化,*,*,の,名詞,非自立,*,*,もの","名詞,代名詞,*,*,彼,助詞,格助詞,*,*,が,名詞,一般,*,*,もの","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],"[[2, 2]]","[[0, 0]]",[],[1],
token251,Token,"彼,の,もの,です","彼,もの,です","名詞,代名詞,*,*,彼,助詞,連体化,*,*,の,名詞,非自立,*,*,もの,助動詞,*,特殊・デス,基本形,です","名詞,代名詞,*,*,彼,名詞,非自立,*,*,もの,助動詞,*,特殊・デス,基本形,です","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0,1,-1,1,0,1",[],[],"[[0, 0], [1, 2], [2, 3]]",[],[1],
token252,Token,"彼女,と,歌う","彼女,を,歌う","名詞,代名詞,*,*,彼女,助詞,格助詞,*,*,と,動詞,自立,五段・ワ行促音便,基本形,歌う","名詞,代名詞,*,*,彼女,助詞,格助詞,*,*,を,動詞,自立,五段・ワ行促音便,基本形,歌う","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token253,Token,"彼女,と,歌","彼女,を,歌","名詞,代名詞,*,*,彼女,助詞,格助詞,*,*,と,名詞,一般,*,*,歌","名詞,代名詞,*,*,彼女,助詞,格助詞,*,*,を,名詞,一般,*,*,歌","1,0,-1,-1,0,1,0,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token254,Token,"私,です","私,は,です","名詞,代名詞,*,*,私,助動詞,*,特殊・デス,基本形,です","名詞,代名詞,*,*,私,助詞,係助詞,*,*,は,助動詞,*,特殊・デス,基本形,です","1,0,-1,-1,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token255,Token,"私,の,友達","私,は,友達","名詞,代名詞,*,*,私,助詞,連体化,*,*,の,名詞,一般,*,*,友達","名詞,代名詞,*,*,私,助詞,係助詞,*,*,は,名詞,一般,*,*,友達","1,0,-1,-1,0,1,1,-1,-1,0,1,1,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token256,Token,"私,の,犬","私,に,犬","名詞,代名詞,*,*,私,助詞,連体化,*,*,の,名詞,一般,*,*,犬","名詞,代名詞,*,*,私,助詞,格助詞,*,*,に,名詞,一般,*,*,犬","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token257,Token,"誰,に,も","誰,も","名詞,代名詞,*,*,誰,助詞,格助詞,*,*,に,助詞,係助詞,*,*,も","名詞,代名詞,*,*,誰,助詞,係助詞,*,*,も","1,0,-1,-1,0,1,1,-1,-1,0,1,1,-1,-1,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token258,Token,"誰,に,いる","誰,は,いる","名詞,代名詞,*,*,誰,助詞,格助詞,*,*,に,動詞,自立,五段・ラ行,基本形,いる","名詞,代名詞,*,*,誰,助詞,係助詞,*,*,は,動詞,自立,一段,基本形,いる","1,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token259,Token,"いつか,で,いい","いつか,いい","名詞,副詞可能,*,*,いつか,助動詞,*,特殊・ダ,連用形,だ,形容詞,非自立,形容詞・イイ,基本形,いい","名詞,副詞可能,*,*,いつか,形容詞,自立,形容詞・イイ,基本形,いい","0,0,-1,-1,0,1,-1,1,1,1,1,0,0,0,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token260,Token,"たくさん,の,ところ","たくさん,ところ","名詞,副詞可能,*,*,たくさん,助詞,連体化,*,*,の,名詞,非自立,*,*,ところ","名詞,副詞可能,*,*,たくさん,名詞,非自立,*,*,ところ","1,1,-1,-1,1,1,1,-1,-1,1,1,0,-1,-1,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token261,Token,"今日,は","今日,に","名詞,副詞可能,*,*,今日,助詞,係助詞,*,*,は","名詞,副詞可能,*,*,今日,助詞,格助詞,*,*,に","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token262,Token,"前,に","前,は","名詞,副詞可能,*,*,前,助詞,格助詞,*,*,に","名詞,副詞可能,*,*,前,助詞,格助詞,*,*,は","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token263,Token,"前,に","前,が","名詞,副詞可能,*,*,前,助詞,格助詞,*,*,に","名詞,副詞可能,*,*,前,助詞,格助詞,*,*,が","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token264,Token,"土曜日,に","土曜日,を","名詞,副詞可能,*,*,土曜日,助詞,格助詞,*,*,に","名詞,副詞可能,*,*,土曜日,助詞,格助詞,*,*,を","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token265,Token,"時間,が","時間,に","名詞,副詞可能,*,*,時間,助詞,格助詞,*,*,が","名詞,副詞可能,*,*,時間,助詞,格助詞,*,*,に","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token266,Token,"月曜日,に","月曜日,の","名詞,副詞可能,*,*,月曜日,助詞,格助詞,*,*,に","名詞,副詞可能,*,*,月曜日,助詞,連体化,*,*,の","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token267,Token,"三個,あり,ます","三個,い,ます","名詞,固有名詞,*,*,三個,動詞,自立,五段・ラ行,連用形,ある,助動詞,*,特殊・マス,基本形,ます","名詞,固有名詞,*,*,三個,動詞,自立,一段,連用形,いる,助動詞,*,特殊・マス,基本形,ます","0,0,-1,-1,0,1,0,0,1,1,0,-1,0,0,1",[],[],"[[0, 0], [2, 2]]","[[1, 1]]",[],
token268,Token,"新宿,も,渋谷,も","新宿,も,渋谷,は","名詞,固有名詞,*,*,新宿,助詞,係助詞,*,*,も,名詞,固有名詞,*,*,渋谷,助詞,係助詞,*,*,も","名詞,固有名詞,*,*,新宿,助詞,係助詞,*,*,も,名詞,固有名詞,*,*,渋谷,助詞,係助詞,*,*,は","1,0,-1,-1,0,1,1,-1,-1,1,1,0,-1,-1,0,1,1,-1,-1,1",[3],[],"[[0, 0], [1, 1], [2, 2]]",[],[3],
token269,Token,"東京,に,行く","東京,が,行く","名詞,固有名詞,*,*,東京,助詞,格助詞,*,*,に,動詞,自立,五段・カ行促音便,基本形,行く","名詞,固有名詞,*,*,東京,助詞,格助詞,*,*,が,動詞,自立,五段・カ行促音便,基本形,行く","0,0,-1,-1,0,1,1,-1,-1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token270,Token,"便利,な,ので","便利,な,だから","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,体言接続,だ,助詞,接続助詞,*,*,ので","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,体言接続,だ,接続詞,*,*,*,だから","1,0,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1",[2],[],"[[0, 0], [1, 1]]",[],[2],
token271,Token,"便利,だ","便利,い,だ","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,基本形,だ","名詞,形容動詞語幹,*,*,便利,動詞,非自立,一段,連用形,いる,助動詞,*,特殊・タ,基本形,だ","1,0,-1,-1,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
token272,Token,"便利,で,は","便利,な","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,連用形,だ,助詞,係助詞,*,*,は","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,体言接続,だ","1,0,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1",[],"[[1, 1]]","[[0, 0]]",[],[2],
token273,Token,"便利,じゃ,ある","便利,な,ある","名詞,形容動詞語幹,*,*,便利,助詞,副助詞,*,*,じゃ,動詞,自立,五段・ラ行,基本形,ある","名詞,形容動詞語幹,*,*,便利,助動詞,*,特殊・ダ,体言接続,だ,動詞,自立,五段・ラ行,基本形,ある","1,1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token274,Token,"元気,な,人","元気,の,人","名詞,形容動詞語幹,*,*,元気,助動詞,*,特殊・ダ,体言接続,だ,名詞,一般,*,*,人","名詞,形容動詞語幹,*,*,元気,助詞,連体化,*,*,の,名詞,一般,*,*,人","1,1,-1,-1,0,1,-1,1,1,1,1,0,-1,-1,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token275,Token,"元気,な,男","元気,で,男","名詞,形容動詞語幹,*,*,元気,助動詞,*,特殊・ダ,体言接続,だ,名詞,一般,*,*,男","名詞,形容動詞語幹,*,*,元気,助動詞,*,特殊・ダ,連用形,だ,名詞,一般,*,*,男","1,0,-1,-1,0,1,-1,1,1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token276,Token,"元気,な,もの,です","元気,に,もの,です","名詞,形容動詞語幹,*,*,元気,助動詞,*,特殊・ダ,体言接続,だ,名詞,非自立,*,*,もの,助動詞,*,特殊・デス,基本形,です","名詞,形容動詞語幹,*,*,元気,助詞,副詞化,*,*,に,名詞,非自立,*,*,もの,助動詞,*,特殊・デス,基本形,です","1,0,-1,-1,0,1,-1,1,1,1,1,0,-1,-1,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 2], [3, 3]]",[],[1],
token277,Token,"元気,じゃ,ない","元気,く,ない","名詞,形容動詞語幹,*,*,元気,助詞,副助詞,*,*,じゃ,助動詞,*,特殊・ナイ,基本形,ない","名詞,形容動詞語幹,*,*,元気,動詞,非自立,五段・カ行促音便,基本形,く,助動詞,*,特殊・ナイ,基本形,ない","1,0,-1,-1,0,1,1,-1,-1,1,1,-1,1,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token278,Token,"元気,じゃ,ある","元気,に,ある","名詞,形容動詞語幹,*,*,元気,助詞,副助詞,*,*,じゃ,動詞,自立,五段・ラ行,基本形,ある","名詞,形容動詞語幹,*,*,元気,助詞,格助詞,*,*,に,動詞,自立,五段・ラ行,基本形,ある","1,0,-1,-1,0,0,0,-1,-1,1,0,0,0,0,1",[1],[],"[[0, 0], [2, 2]]",[],[1],
token279,Token,"好き,な,こと","好き,こと","名詞,形容動詞語幹,*,*,好き,助動詞,*,特殊・ダ,体言接続,だ,名詞,非自立,*,*,こと","名詞,形容動詞語幹,*,*,好き,名詞,非自立,*,*,こと","1,1,-1,-1,0,1,-1,1,1,1,1,0,-1,-1,0",[],[],"[[0, 0], [1, 2]]",[],[1],
token280,Token,"好き,だっ","好き,かっ","名詞,形容動詞語幹,*,*,好き,助動詞,*,特殊・ダ,連用タ接続,だ","名詞,形容動詞語幹,*,*,好き,動詞,自立,五段・ワ行促音便,連用タ接続,かう","1,1,-1,-1,0,1,-1,1,1,1",[],[],"[[0, 0]]","[[1, 1]]",[],
token281,Token,"好き,で,は,あり,ます","好き,ます","名詞,形容動詞語幹,*,*,好き,助動詞,*,特殊・ダ,連用形,だ,助詞,係助詞,*,*,は,動詞,自立,五段・ラ行,連用形,ある,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・カ行イ音便,連用形,好く,助動詞,*,特殊・マス,基本形,ます","1,0,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1",[],[],"[[0, 0], [1, 4]]",[],"[1, 2, 3]",
token282,Token,"好き,じゃ,ない","好き,ませ,ん","名詞,形容動詞語幹,*,*,好き,助詞,副助詞,*,*,じゃ,助動詞,*,特殊・ナイ,基本形,ない","名詞,形容動詞語幹,*,*,好き,助動詞,*,特殊・マス,未然形,ます,助動詞,*,不変化型,基本形,ん","1,0,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1","[1, 2]",[],"[[0, 0]]",[],"[1, 2]",
token283,Token,"好き,じゃ,ある","好き,ある","名詞,形容動詞語幹,*,*,好き,助詞,副助詞,*,*,じゃ,動詞,自立,五段・ラ行,基本形,ある","名詞,形容動詞語幹,*,*,好き,動詞,自立,五段・ラ行,基本形,ある","1,0,-1,-1,0,1,1,-1,-1,1,0,0,0,0,1",[],[],"[[0, 0], [1, 2]]",[],[1],
token284,Token,"好き,じゃ,あり,ます","好き,ます","名詞,形容動詞語幹,*,*,好き,助詞,副助詞,*,*,じゃ,動詞,自立,五段・ラ行,連用形,ある,助動詞,*,特殊・マス,基本形,ます","動詞,自立,五段・カ行イ音便,連用形,好く,助動詞,*,特殊・マス,基本形,ます","0,0,0,0,0,1,1,-1,-1,1,0,0,0,0,1,1,-1,0,0,0",[],[],"[[0, 0], [1, 3]]",[],"[1, 2]",
token285,Token,"暇,な,時","暇,だ,時","名詞,形容動詞語幹,*,*,暇,助動詞,*,特殊・ダ,体言接続,だ,名詞,非自立,*,*,時","名詞,一般,*,*,暇,助動詞,*,特殊・ダ,基本形,だ,名詞,非自立,*,*,時","1,0,0,0,0,1,-1,1,1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token286,Token,"真剣,で","真剣,く,て","名詞,形容動詞語幹,*,*,真剣,助動詞,*,特殊・ダ,連用形,だ","名詞,形容動詞語幹,*,*,真剣,動詞,非自立,五段・カ行促音便,基本形,く,助詞,接続助詞,*,*,て","1,1,-1,-1,0,1,-1,1,1,1","[1, 2]",[],"[[0, 0]]",[],[1],
token287,Token,"穏やか,に","穏やか,く","名詞,形容動詞語幹,*,*,穏やか,助詞,副詞化,*,*,に","名詞,形容動詞語幹,*,*,穏やか,動詞,非自立,五段・カ行促音便,基本形,く","1,1,-1,-1,0,1,1,-1,-1,1",[1],[],"[[0, 0]]",[],[1],
token288,Token,"簡単,だ,から","簡単,な,から","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・ダ,基本形,だ,助詞,接続助詞,*,*,から","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・ダ,体言接続,だ,助詞,接続助詞,*,*,から","1,0,-1,-1,0,0,-1,0,0,1,1,1,-1,-1,1",[],"[[1, 1]]","[[0, 0], [2, 2]]",[],[1],
token289,Token,"簡単,で,は,ある","簡単,く,ある","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・ダ,連用形,だ,助詞,係助詞,*,*,は,動詞,自立,五段・ラ行,基本形,ある","名詞,形容動詞語幹,*,*,簡単,動詞,非自立,五段・カ行促音便,基本形,く,動詞,自立,五段・ラ行,基本形,ある","1,0,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,1",[1],[],"[[0, 0], [2, 3]]",[],"[1, 2]",
token290,Token,"簡単,で,安い","簡単,と,安い","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・ダ,連用形,だ,形容詞,自立,形容詞・アウオ段,基本形,安い","名詞,形容動詞語幹,*,*,簡単,助詞,格助詞,*,*,と,形容詞,自立,形容詞・アウオ段,基本形,安い","1,0,-1,-1,0,1,-1,1,1,1,1,0,0,0,0",[1],[],"[[0, 0], [2, 2]]",[],[1],
token291,Token,"簡単,でし,た","簡単,まし,た","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・デス,連用形,です,助動詞,*,特殊・タ,基本形,た","名詞,形容動詞語幹,*,*,簡単,助動詞,*,特殊・マス,連用形,ます,助動詞,*,特殊・タ,基本形,た","1,0,-1,-1,0,1,-1,1,1,1,1,-1,1,0,1",[],[],"[[0, 0], [2, 2]]","[[1, 1]]",[],
token292,Token,"綺麗,な,人","綺麗,な,の,人","名詞,形容動詞語幹,*,*,綺麗,助動詞,*,特殊・ダ,体言接続,だ,名詞,一般,*,*,人","名詞,形容動詞語幹,*,*,綺麗,助動詞,*,特殊・ダ,体言接続,だ,助詞,連体化,*,*,の,名詞,一般,*,*,人","1,1,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,0",[2],[],"[[0, 0], [1, 1], [3, 2]]",[],[],
token293,Token,"綺麗,だ","綺麗,な,だ","名詞,形容動詞語幹,*,*,綺麗,助動詞,*,特殊・ダ,基本形,だ","名詞,形容動詞語幹,*,*,綺麗,助動詞,*,特殊・ダ,体言接続,だ,助動詞,*,特殊・ダ,基本形,だ","1,0,-1,-1,0,1,-1,1,0,1",[1],[],"[[0, 0], [2, 1]]",[],[],
